Fiscal_Year,Location,S1: Label a: FY14 Revised Base ,S1: Label b: FSF & TL 09 C4E CTT ,S1: Label c: FSF Over Formula,S2: Label d: FSF Preliminary,S2: Label a: FY14 Revised Base,S2: Label f: Register Change,S2: Label g: Teacher Salary Growth,S2: Label h: New School Foundation,S3: Label i: FY14 FSF at 100%,S3: Foundation  ,S3: Label d - Foundation,S3: Label i - Foundation,S3: Label j: FSF Final%,S4: Label d: FY14 FSF Initial,S4: AC Name: FSF (HS),S4: AC Name: TL09 C4E CTT (HS),S4: AC Name: Funds Over Formula,S5: TL SE Transitional Funding,As_Of_Date
2015,M293,3216708.00,3216708.00,0.00,3169213.83,3216708.00,-47494.17,0.00,0.00,3562007.78,225000.00,2944213.83,3337007.78,0.8823,3169214.00,3090302.00,78912.00,0.00,0.00,05/29/2014
2015,M294,2133915.00,2133915.00,0.00,2120683.34,2133915.00,-13231.66,0.00,0.00,2297240.22,225000.00,1895683.34,2072240.22,0.9148,2120684.00,1977208.00,143476.00,0.00,0.00,05/29/2014
2015,M296,2174406.00,2174406.00,0.00,2211483.66,2174406.00,37077.66,0.00,0.00,2594685.28,225000.00,1986483.66,2369685.28,0.8383,2211484.00,2211484.00,0.00,0.00,0.00,05/29/2014
2015,M298,2392521.00,2392521.00,0.00,2335156.41,2392521.00,-57364.59,0.00,0.00,2450719.05,225000.00,2110156.41,2225719.05,0.9481,2335157.00,2335157.00,0.00,0.00,0.00,05/29/2014
2015,M299,2402998.00,2402998.00,0.00,2503694.48,2402998.00,100696.48,0.00,0.00,3026167.81,225000.00,2278694.48,2801167.81,0.8135,2503694.00,2474999.00,28695.00,0.00,0.00,05/29/2014
2015,M300,2404913.00,2404913.00,0.00,2375302.41,2404913.00,-29610.59,0.00,0.00,2737652.53,225000.00,2150302.41,2512652.53,0.8558,2375302.00,2375302.00,0.00,0.00,0.00,05/29/2014
2015,M301,1194984.00,1194984.00,0.00,1100972.66,1194984.00,-94011.34,0.00,0.00,1306447.79,225000.00,875972.66,1081447.79,0.81,1100973.00,1029235.00,71738.00,0.00,39067.00,05/29/2014
2015,M302,1308547.00,1308547.00,0.00,1414803.87,1308547.00,106256.87,0.00,0.00,1670537.59,225000.00,1189803.87,1445537.59,0.8231,1414804.00,1414804.00,0.00,0.00,0.00,05/29/2014
2015,M303,2762711.00,2762711.00,0.00,2800610.52,2762711.00,37899.52,0.00,0.00,3066055.70,225000.00,2575610.52,2841055.70,0.9066,2800611.00,2793437.00,7174.00,0.00,0.00,05/29/2014
2015,M304,2217258.00,2217258.00,0.00,2276684.47,2217258.00,59426.47,0.00,0.00,2728496.63,225000.00,2051684.47,2503496.63,0.8195,2276684.00,2276684.00,0.00,0.00,0.00,05/29/2014
2015,M305,1870463.00,1870463.00,0.00,2000664.03,1870463.00,130201.03,0.00,0.00,2226426.40,225000.00,1775664.03,2001426.40,0.8872,2000664.00,2000664.00,0.00,0.00,0.00,05/29/2014
2015,M307,2332304.00,2332304.00,0.00,2367505.99,2332304.00,35201.99,0.00,0.00,2743333.84,225000.00,2142505.99,2518333.84,0.8508,2367506.00,2367506.00,0.00,0.00,0.00,05/29/2014
2015,M308,2183435.00,2183435.00,0.00,2280475.12,2183435.00,97040.12,0.00,0.00,2620593.74,225000.00,2055475.12,2395593.74,0.858,2280476.00,2280476.00,0.00,0.00,0.00,05/29/2014
2015,M311,2243383.00,2243383.00,0.00,2268957.10,2243383.00,25574.10,0.00,0.00,2612804.86,225000.00,2043957.10,2387804.86,0.856,2268957.00,2268957.00,0.00,0.00,0.00,05/29/2014
2015,M312,2956446.00,2956446.00,0.00,3016882.06,2956446.00,60436.06,0.00,0.00,3388621.95,225000.00,2791882.06,3163621.95,0.8825,3016882.00,3016882.00,0.00,0.00,0.00,05/29/2014
2015,M313,1773782.00,1773782.00,0.00,1786960.45,1773782.00,13178.45,0.00,0.00,2017098.98,225000.00,1561960.45,1792098.98,0.8716,1786960.00,1786960.00,0.00,0.00,0.00,05/29/2014
2015,M314,1373920.00,1373920.00,0.00,1379343.88,1373920.00,5423.88,0.00,0.00,1450704.41,225000.00,1154343.88,1225704.41,0.9418,1379344.00,1379344.00,0.00,0.00,79423.00,05/29/2014
2015,M315,1720228.00,1708182.00,12046.00,1875156.65,1720228.00,154928.65,0.00,0.00,1863110.46,225000.00,1650156.65,1638110.46,1.0074,1875156.00,1863110.00,0.00,12046.00,18380.00,05/29/2014
2015,M316,2171021.00,2171021.00,0.00,2196268.16,2171021.00,25247.16,0.00,0.00,2644866.66,225000.00,1971268.16,2419866.66,0.8146,2196268.00,2196268.00,0.00,0.00,0.00,05/29/2014
2015,M318,1249028.00,1249028.00,0.00,1267514.25,1249028.00,18486.25,0.00,0.00,1297712.51,225000.00,1042514.25,1072712.51,0.9718,1267514.00,1267514.00,0.00,0.00,0.00,05/29/2014
2015,M319,3702055.00,3702055.00,0.00,3583916.74,3702055.00,-118138.26,0.00,0.00,4371810.90,225000.00,3358916.74,4146810.90,0.81,3583916.00,3583916.00,0.00,0.00,7984.00,05/29/2014
2015,M322,2503277.00,2503277.00,0.00,2319904.94,2503277.00,-183372.06,0.00,0.00,2811301.76,225000.00,2094904.94,2586301.76,0.81,2319905.00,2248167.00,71738.00,0.00,27729.00,05/29/2014
2015,M324,2961718.00,2961718.00,0.00,2857830.17,2961718.00,-103887.83,0.00,0.00,3416512.56,225000.00,2632830.17,3191512.56,0.8249,2857830.00,2857830.00,0.00,0.00,0.00,05/29/2014
2015,M325,1730780.00,1730780.00,0.00,1751358.35,1730780.00,20578.35,0.00,0.00,2050180.12,225000.00,1526358.35,1825180.12,0.8363,1751358.00,1751358.00,0.00,0.00,180578.00,05/29/2014
2015,M326,2003819.00,2003819.00,0.00,1752685.52,2003819.00,-251133.48,0.00,0.00,2111031.79,225000.00,1527685.52,1886031.79,0.81,1752686.00,1630731.00,121955.00,0.00,0.00,05/29/2014
2015,M328,2158290.00,2158290.00,0.00,1828075.24,2158290.00,-330214.76,0.00,0.00,2204105.31,225000.00,1603075.24,1979105.31,0.81,1828075.00,1828075.00,0.00,0.00,3960.00,05/29/2014
2015,M332,880768.00,880768.00,0.00,791799.76,880768.00,-88968.24,0.00,0.00,898009.25,225000.00,566799.76,673009.25,0.8422,791800.00,720062.00,71738.00,0.00,81225.00,05/29/2014
2015,M333,3682047.00,3682047.00,0.00,3641779.81,3682047.00,-40267.19,0.00,0.00,4132332.01,225000.00,3416779.81,3907332.01,0.8745,3641780.00,3641780.00,0.00,0.00,89696.00,05/29/2014
2015,M334,2424109.00,2424109.00,0.00,2407310.01,2424109.00,-16798.99,0.00,0.00,2666113.10,225000.00,2182310.01,2441113.10,0.894,2407310.00,2407310.00,0.00,0.00,0.00,05/29/2014
2015,M343,625269.00,625269.00,0.00,953293.62,625269.00,328024.62,0.00,0.00,953293.98,225000.00,728293.62,728293.98,1,953294.00,953294.00,0.00,0.00,0.00,05/29/2014
2015,M345,1195859.00,1195859.00,0.00,953456.67,1195859.00,-242402.33,0.00,0.00,1109593.77,225000.00,728456.67,884593.77,0.8235,953456.00,939108.00,14348.00,0.00,6299.00,05/29/2014
2015,M346,3635038.00,3635038.00,0.00,3820751.99,3635038.00,185713.99,0.00,0.00,4534465.87,225000.00,3595751.99,4309465.87,0.8344,3820752.00,3763361.00,57391.00,0.00,0.00,05/29/2014
2015,M348,3983127.00,3983127.00,0.00,3829640.41,3983127.00,-153486.59,0.00,0.00,4325947.68,225000.00,3604640.41,4100947.68,0.879,3829641.00,3664643.00,164998.00,0.00,0.00,05/29/2014
2015,M349,1212033.00,1212033.00,0.00,1203185.16,1212033.00,-8847.84,0.00,0.00,1419298.13,225000.00,978185.16,1194298.13,0.819,1203185.00,1203185.00,0.00,0.00,0.00,05/29/2014
2015,M361,1501810.00,1501810.00,0.00,1390710.92,1501810.00,-111099.08,0.00,0.00,1429633.88,225000.00,1165710.92,1204633.88,0.9677,1390711.00,1390711.00,0.00,0.00,26716.00,05/29/2014
2015,M362,2908308.00,2908308.00,0.00,3030183.99,2908308.00,121875.99,0.00,0.00,3349033.12,225000.00,2805183.99,3124033.12,0.8979,3030184.00,3030184.00,0.00,0.00,0.00,05/29/2014
2015,M363,1687663.00,1687663.00,0.00,1643385.53,1687663.00,-44277.47,0.00,0.00,1863817.29,225000.00,1418385.53,1638817.29,0.8655,1643385.00,1643385.00,0.00,0.00,4280.00,05/29/2014
2015,M364,1579531.00,1579531.00,0.00,1603247.09,1579531.00,23716.09,0.00,0.00,1887640.41,225000.00,1378247.09,1662640.41,0.829,1603247.00,1603247.00,0.00,0.00,0.00,05/29/2014
2015,M366,1891345.00,1891345.00,0.00,2362731.87,1891345.00,471386.87,0.00,0.00,2597640.90,225000.00,2137731.87,2372640.90,0.901,2362732.00,2362732.00,0.00,0.00,0.00,05/29/2014
2015,M367,2061122.00,2061122.00,0.00,1817680.18,2061122.00,-243441.82,0.00,0.00,1972557.16,225000.00,1592680.18,1747557.16,0.9114,1817680.00,1738768.00,78912.00,0.00,0.00,05/29/2014
2015,M368,1252276.00,1252276.00,0.00,1248200.86,1252276.00,-4075.14,0.00,0.00,1427929.12,225000.00,1023200.86,1202929.12,0.8506,1248201.00,1248201.00,0.00,0.00,0.00,05/29/2014
2015,M369,2003544.00,2003544.00,0.00,2036303.74,2003544.00,32759.74,0.00,0.00,2297638.66,225000.00,1811303.74,2072638.66,0.8739,2036304.00,2036304.00,0.00,0.00,0.00,05/29/2014
2015,M372,3249023.00,3249023.00,0.00,3823631.34,3249023.00,574608.34,0.00,0.00,3931310.14,225000.00,3598631.34,3706310.14,0.9709,3823632.00,3622765.00,200867.00,0.00,0.00,05/29/2014
2015,M374,3009391.00,3009391.00,0.00,3128004.45,3009391.00,118613.45,0.00,0.00,3389696.18,225000.00,2903004.45,3164696.18,0.9173,3128005.00,3041919.00,86086.00,0.00,0.00,05/29/2014
2015,M375,1898942.00,1898942.00,0.00,1835513.35,1898942.00,-63428.65,0.00,0.00,2030571.59,225000.00,1610513.35,1805571.59,0.892,1835514.00,1835514.00,0.00,0.00,0.00,05/29/2014
2015,M376,2522185.00,2522185.00,0.00,2543910.95,2522185.00,21725.95,0.00,0.00,2839195.11,225000.00,2318910.95,2614195.11,0.887,2543911.00,2472173.00,71738.00,0.00,0.00,05/29/2014
2015,M377,1264012.00,1264012.00,0.00,1195713.78,1264012.00,-68298.22,0.00,0.00,1353259.98,225000.00,970713.78,1128259.98,0.8604,1195714.00,1195714.00,0.00,0.00,0.00,05/29/2014
2015,M378,1670657.00,1670657.00,0.00,1658191.74,1670657.00,-12465.26,0.00,0.00,1923096.75,225000.00,1433191.74,1698096.75,0.844,1658192.00,1643844.00,14348.00,0.00,0.00,05/29/2014
2015,M381,1318799.00,1318799.00,0.00,1349885.26,1318799.00,31086.26,0.00,0.00,1439429.94,225000.00,1124885.26,1214429.94,0.9263,1349885.00,1213583.00,136302.00,0.00,0.00,05/29/2014
2015,M392,2657782.00,2657782.00,0.00,2668777.14,2657782.00,10995.14,0.00,0.00,2763783.26,225000.00,2443777.14,2538783.26,0.9626,2668777.00,2668777.00,0.00,0.00,0.00,05/29/2014
2015,M393,2884486.00,2884486.00,0.00,2905051.88,2884486.00,20565.88,0.00,0.00,3099692.52,225000.00,2680051.88,2874692.52,0.9323,2905052.00,2905052.00,0.00,0.00,0.00,05/29/2014
2015,M394,1838957.00,1838957.00,0.00,1859368.89,1838957.00,20411.89,0.00,0.00,2092245.84,225000.00,1634368.89,1867245.84,0.8753,1859368.00,1859368.00,0.00,0.00,0.00,05/29/2014
2015,M397,1605433.00,1605433.00,0.00,2003730.39,1605433.00,398297.39,0.00,0.00,2055515.22,225000.00,1778730.39,1830515.22,0.9717,2003730.00,1888949.00,114781.00,0.00,0.00,05/29/2014
2015,M399,2192839.00,2192839.00,0.00,2504755.13,2192839.00,311916.13,0.00,0.00,2722834.98,225000.00,2279755.13,2497834.98,0.9127,2504755.00,2404322.00,100433.00,0.00,0.00,05/29/2014
2015,M400,6379346.00,6379346.00,0.00,6226011.57,6379346.00,-153334.43,0.00,0.00,7131514.21,225000.00,6001011.57,6906514.21,0.8689,6226011.00,6226011.00,0.00,0.00,0.00,05/29/2014
2015,M402,2788407.00,2788407.00,0.00,2897815.65,2788407.00,109408.65,0.00,0.00,3242764.09,225000.00,2672815.65,3017764.09,0.8857,2897816.00,2897816.00,0.00,0.00,0.00,05/29/2014
2015,M403,3037267.00,3037267.00,0.00,3043963.10,3037267.00,6696.10,0.00,0.00,3279295.90,225000.00,2818963.10,3054295.90,0.923,3043963.00,3043963.00,0.00,0.00,0.00,05/29/2014
2015,M404,1402111.00,1402111.00,0.00,1434662.16,1402111.00,32551.16,0.00,0.00,1531547.30,225000.00,1209662.16,1306547.30,0.9258,1434662.00,1434662.00,0.00,0.00,0.00,05/29/2014
2015,M406,1532049.00,1532049.00,0.00,1592998.23,1532049.00,60949.23,0.00,0.00,1691379.75,225000.00,1367998.23,1466379.75,0.9329,1592998.00,1592998.00,0.00,0.00,0.00,05/29/2014
2015,M407,2092729.00,2092729.00,0.00,2106153.36,2092729.00,13424.36,0.00,0.00,2421661.97,225000.00,1881153.36,2196661.97,0.8564,2106153.00,2106153.00,0.00,0.00,0.00,05/29/2014
2015,M408,3134426.00,3134426.00,0.00,3237650.93,3134426.00,103224.93,0.00,0.00,3336929.28,225000.00,3012650.93,3111929.28,0.9681,3237651.00,3151565.00,86086.00,0.00,0.00,05/29/2014
2015,M409,2064567.00,2064567.00,0.00,1893062.08,2064567.00,-171504.92,0.00,0.00,2114919.08,225000.00,1668062.08,1889919.08,0.8826,1893062.00,1864367.00,28695.00,0.00,0.00,05/29/2014
2015,M410,1013766.00,1013766.00,0.00,967830.29,1013766.00,-45935.71,0.00,0.00,1010831.48,225000.00,742830.29,785831.48,0.9453,967831.00,967831.00,0.00,0.00,0.00,05/29/2014
2015,M411,2089911.00,2089911.00,0.00,2180706.78,2089911.00,90795.78,0.00,0.00,2344825.46,225000.00,1955706.78,2119825.46,0.9226,2180707.00,2087447.00,93260.00,0.00,0.00,05/29/2014
2015,M412,3182823.00,3182823.00,0.00,3198784.91,3182823.00,15961.91,0.00,0.00,3312427.42,225000.00,2973784.91,3087427.42,0.9632,3198784.00,3198784.00,0.00,0.00,0.00,05/29/2014
2015,M413,3877374.00,3877374.00,0.00,3916057.49,3877374.00,38683.49,0.00,0.00,4140859.14,225000.00,3691057.49,3915859.14,0.9426,3916057.00,3916057.00,0.00,0.00,0.00,05/29/2014
2015,M414,2195911.00,2195911.00,0.00,2303569.16,2195911.00,107658.16,0.00,0.00,2446904.29,225000.00,2078569.16,2221904.29,0.9355,2303569.00,2303569.00,0.00,0.00,0.00,05/29/2014
2015,M415,3474499.00,3307935.00,166564.00,3521258.97,3474499.00,46759.97,0.00,0.00,3354695.65,225000.00,3296258.97,3129695.65,1.0532,3521259.00,3318826.00,35869.00,166564.00,45219.00,05/29/2014
2015,M416,2768682.00,2556957.00,211725.00,2846613.74,2768682.00,77931.74,0.00,0.00,2634889.30,225000.00,2621613.74,2409889.30,1.0879,2846613.00,2534455.00,100433.00,211725.00,0.00,05/29/2014
2015,M417,2192472.00,2158541.00,33931.00,2301896.73,2192472.00,109424.73,0.00,0.00,2267963.69,225000.00,2076896.73,2042963.69,1.0166,2301897.00,2267966.00,0.00,33931.00,0.00,05/29/2014
2015,M418,3066021.00,3066021.00,0.00,3150734.04,3066021.00,84713.04,0.00,0.00,3340753.58,225000.00,2925734.04,3115753.58,0.939,3150734.00,3150734.00,0.00,0.00,0.00,05/29/2014
2015,M419,2521138.00,2521138.00,0.00,2393004.47,2521138.00,-128133.53,0.00,0.00,2760158.41,225000.00,2168004.47,2535158.41,0.8552,2393004.00,2321266.00,71738.00,0.00,0.00,05/29/2014
2015,M420,8078646.00,8078646.00,0.00,7996603.62,8078646.00,-82042.38,0.00,0.00,9240078.26,225000.00,7771603.62,9015078.26,0.8621,7996603.00,7788562.00,208041.00,0.00,0.00,05/29/2014
2015,M421,1658420.00,1595174.00,63246.00,1662029.83,1658420.00,3609.83,0.00,0.00,1598785.33,225000.00,1437029.83,1373785.33,1.046,1662030.00,1584436.00,14348.00,63246.00,0.00,05/29/2014
2015,M422,3030089.00,3024667.00,5422.00,3525770.10,3030089.00,495681.10,0.00,0.00,3520349.21,225000.00,3300770.10,3295349.21,1.0016,3525770.00,3376872.00,143476.00,5422.00,0.00,05/29/2014
2015,M423,1868322.00,1868322.00,0.00,1973931.62,1868322.00,105609.62,0.00,0.00,2244264.07,225000.00,1748931.62,2019264.07,0.8661,1973932.00,1973932.00,0.00,0.00,0.00,05/29/2014
2015,M425,3479633.00,3479633.00,0.00,3776996.67,3479633.00,297363.67,0.00,0.00,4391385.73,225000.00,3551996.67,4166385.73,0.8525,3776997.00,3676564.00,100433.00,0.00,0.00,05/29/2014
2015,M427,2278981.00,2278981.00,0.00,2425645.74,2278981.00,146664.74,0.00,0.00,2480873.45,225000.00,2200645.74,2255873.45,0.9755,2425646.00,2425646.00,0.00,0.00,0.00,05/29/2014
2015,M429,638582.00,638582.00,0.00,416330.95,638582.00,-222251.05,0.00,0.00,450267.31,225000.00,191330.95,225267.31,0.8494,416331.00,373288.00,43043.00,0.00,0.00,05/29/2014
2015,M432,2445094.00,2437448.00,7646.00,2526185.67,2445094.00,81091.67,0.00,0.00,2518538.92,225000.00,2301185.67,2293538.92,1.0033,2526186.00,2518540.00,0.00,7646.00,0.00,05/29/2014
2015,M435,6371731.00,6371731.00,0.00,6703937.93,6371731.00,332206.93,0.00,0.00,8140443.97,225000.00,6478937.93,7915443.97,0.8185,6703938.00,6402638.00,301300.00,0.00,0.00,05/29/2014
2015,M437,2839888.00,2839060.00,828.00,3143303.34,2839888.00,303415.34,0.00,0.00,3142473.14,225000.00,2918303.34,2917473.14,1.0003,3143303.00,3070737.00,71738.00,828.00,0.00,05/29/2014
2015,M438,2336490.00,2336490.00,0.00,2556438.14,2336490.00,219948.14,0.00,0.00,2625242.58,225000.00,2331438.14,2400242.58,0.9713,2556439.00,2556439.00,0.00,0.00,0.00,05/29/2014
2015,M439,2121458.00,2121458.00,0.00,2150119.15,2121458.00,28661.15,0.00,0.00,2385301.84,225000.00,1925119.15,2160301.84,0.8911,2150119.00,2150119.00,0.00,0.00,0.00,05/29/2014
2015,M442,906633.00,897406.00,9227.00,885072.66,906633.00,-21560.34,0.00,0.00,875845.07,225000.00,660072.66,650845.07,1.0142,885073.00,875846.00,0.00,9227.00,0.00,05/29/2014
2015,M448,2090802.00,2090802.00,0.00,1995973.98,2090802.00,-94828.02,0.00,0.00,2234992.88,225000.00,1770973.98,2009992.88,0.8811,1995974.00,1859672.00,136302.00,0.00,0.00,05/29/2014
2015,M449,2796600.00,2796600.00,0.00,2673138.13,2796600.00,-123461.87,0.00,0.00,2950283.90,225000.00,2448138.13,2725283.90,0.8983,2673139.00,2673139.00,0.00,0.00,0.00,05/29/2014
2015,M450,4031387.00,4031387.00,0.00,3842300.70,4031387.00,-189086.30,0.00,0.00,4277872.39,225000.00,3617300.70,4052872.39,0.8925,3842301.00,3677303.00,164998.00,0.00,0.00,05/29/2014
2015,M452,1429408.00,1406757.00,22651.00,1780537.81,1429408.00,351129.81,0.00,0.00,1757886.65,225000.00,1555537.81,1532886.65,1.0148,1780538.00,1757887.00,0.00,22651.00,0.00,05/29/2014
2015,M458,1513102.00,1513102.00,0.00,1489562.02,1513102.00,-23539.98,0.00,0.00,1763993.24,225000.00,1264562.02,1538993.24,0.8217,1489562.00,1489562.00,0.00,0.00,0.00,05/29/2014
2015,M459,2048453.00,2048453.00,0.00,2050329.98,2048453.00,1876.98,0.00,0.00,2455266.64,225000.00,1825329.98,2230266.64,0.8184,2050330.00,2050330.00,0.00,0.00,0.00,05/29/2014
2015,M460,1910424.00,1910424.00,0.00,912484.54,1910424.00,-997939.46,0.00,0.00,1073745.77,225000.00,687484.54,848745.77,0.81,912484.00,876615.00,35869.00,0.00,0.00,05/29/2014
2015,M462,3321595.00,3321595.00,0.00,3124919.06,3321595.00,-196675.94,0.00,0.00,3805147.23,225000.00,2899919.06,3580147.23,0.81,3124919.00,3124919.00,0.00,0.00,0.00,05/29/2014
2015,M463,3128183.00,3128183.00,0.00,3068119.27,3128183.00,-60063.73,0.00,0.00,3714026.62,225000.00,2843119.27,3489026.62,0.8149,3068119.00,3068119.00,0.00,0.00,0.00,05/29/2014
2015,M467,3840896.00,3840896.00,0.00,3718370.60,3840896.00,-122525.40,0.00,0.00,4511499.21,225000.00,3493370.60,4286499.21,0.815,3718370.00,3660979.00,57391.00,0.00,0.00,05/29/2014
2015,M468,3550364.00,3550364.00,0.00,3389672.19,3550364.00,-160691.81,0.00,0.00,4132002.68,225000.00,3164672.19,3907002.68,0.81,3389672.00,3353803.00,35869.00,0.00,0.00,05/29/2014
2015,M469,1294573.00,1294573.00,0.00,809100.37,1294573.00,-485472.63,0.00,0.00,857260.07,225000.00,584100.37,632260.07,0.9238,809101.00,809101.00,0.00,0.00,55522.00,05/29/2014
2015,M475,17002822.00,17002822.00,0.00,16976868.11,17002822.00,-25953.89,0.00,0.00,17569985.00,225000.00,16751868.11,17344985.00,0.9658,16976868.00,16976868.00,0.00,0.00,0.00,05/29/2014
2015,M479,5319813.00,5319813.00,0.00,5435210.87,5319813.00,115397.87,0.00,0.00,6084401.39,225000.00,5210210.87,5859401.39,0.8892,5435211.00,5291735.00,143476.00,0.00,0.00,05/29/2014
2015,M485,14441736.00,14441736.00,0.00,14552757.29,14441736.00,111021.29,0.00,0.00,15998294.03,225000.00,14327757.29,15773294.03,0.9084,14552757.00,14552757.00,0.00,0.00,0.00,05/29/2014
2015,M489,3965497.00,3965497.00,0.00,4052390.44,3965497.00,86893.44,0.00,0.00,4531935.44,225000.00,3827390.44,4306935.44,0.8887,4052390.00,4052390.00,0.00,0.00,0.00,05/29/2014
2015,M492,3458549.00,3274051.00,184498.00,3473466.19,3458549.00,14917.19,0.00,0.00,3288968.47,225000.00,3248466.19,3063968.47,1.0602,3473466.00,3288968.00,0.00,184498.00,0.00,05/29/2014
2015,M494,3008506.00,3008506.00,0.00,3135382.99,3008506.00,126876.99,0.00,0.00,3818065.42,225000.00,2910382.99,3593065.42,0.81,3135383.00,3135383.00,0.00,0.00,0.00,05/29/2014
2015,M495,2177848.00,2177848.00,0.00,2164304.94,2177848.00,-13543.06,0.00,0.00,2503946.53,225000.00,1939304.94,2278946.53,0.851,2164305.00,2164305.00,0.00,0.00,0.00,05/29/2014
2015,M497,1193256.00,1193256.00,0.00,1160173.91,1193256.00,-33082.09,0.00,0.00,1177996.69,225000.00,935173.91,952996.69,0.9813,1160174.00,1160174.00,0.00,0.00,0.00,05/29/2014
2015,M499,7572253.00,7572253.00,0.00,7787494.06,7572253.00,215241.06,0.00,0.00,8285925.06,225000.00,7562494.06,8060925.06,0.9382,7787494.00,7787494.00,0.00,0.00,149623.00,05/29/2014
2015,M500,1772404.00,1772404.00,0.00,1710569.94,1772404.00,-61834.06,0.00,0.00,1754378.84,225000.00,1485569.94,1529378.84,0.9714,1710570.00,1710570.00,0.00,0.00,0.00,05/29/2014
2015,M505,4100654.00,4100654.00,0.00,3968944.15,4100654.00,-131709.85,0.00,0.00,4132133.47,225000.00,3743944.15,3907133.47,0.9582,3968944.00,3904380.00,64564.00,0.00,0.00,05/29/2014
2015,M507,2409912.00,2409912.00,0.00,2947457.97,2409912.00,537545.97,0.00,0.00,3024377.37,225000.00,2722457.97,2799377.37,0.9725,2947458.00,2947458.00,0.00,0.00,0.00,05/29/2014
2015,M509,2381550.00,2381550.00,0.00,2444594.55,2381550.00,63044.55,0.00,0.00,2769684.47,225000.00,2219594.55,2544684.47,0.8722,2444595.00,2444595.00,0.00,0.00,0.00,05/29/2014
2015,M513,817509.00,817509.00,0.00,960625.72,817509.00,143116.72,0.00,0.00,960628.05,225000.00,735625.72,735628.05,1,960626.00,960626.00,0.00,0.00,0.00,05/29/2014
2015,M514,2288813.00,2288813.00,0.00,2390741.69,2288813.00,101928.69,0.00,0.00,2432154.84,225000.00,2165741.69,2207154.84,0.9812,2390742.00,2390742.00,0.00,0.00,0.00,05/29/2014
2015,M515,4112931.00,4112931.00,0.00,3917355.09,4112931.00,-195575.91,0.00,0.00,4393690.51,225000.00,3692355.09,4168690.51,0.8857,3917355.00,3917355.00,0.00,0.00,0.00,05/29/2014
2015,M517,865394.00,865394.00,0.00,1101440.12,865394.00,236046.12,0.00,0.00,1139076.02,225000.00,876440.12,914076.02,0.9588,1101440.00,1101440.00,0.00,0.00,0.00,05/29/2014
2015,M519,2900372.00,2900372.00,0.00,2829205.30,2900372.00,-71166.70,0.00,0.00,3359404.21,225000.00,2604205.30,3134404.21,0.8308,2829205.00,2829205.00,0.00,0.00,0.00,05/29/2014
2015,M520,7027583.00,7027583.00,0.00,5982206.05,7027583.00,-1045376.95,0.00,0.00,7311236.09,225000.00,5757206.05,7086236.09,0.8124,5982206.00,5982206.00,0.00,0.00,0.00,05/29/2014
2015,M527,739155.00,739155.00,0.00,1085669.66,739155.00,346514.66,0.00,0.00,1085666.76,225000.00,860669.66,860666.76,1,1085670.00,1085670.00,0.00,0.00,0.00,05/29/2014
2015,M528,1342613.00,1342613.00,0.00,1338595.36,1342613.00,-4017.64,0.00,0.00,1599808.48,225000.00,1113595.36,1374808.48,0.81,1338595.00,1338595.00,0.00,0.00,0.00,05/29/2014
2015,M529,3700681.00,3700681.00,0.00,3755400.51,3700681.00,54719.51,0.00,0.00,4303062.01,225000.00,3530400.51,4078062.01,0.8657,3755401.00,3669315.00,86086.00,0.00,0.00,05/29/2014
2015,M531,1413609.00,1413609.00,0.00,1419634.96,1413609.00,6025.96,0.00,0.00,1683393.22,225000.00,1194634.96,1458393.22,0.8191,1419635.00,1419635.00,0.00,0.00,0.00,05/29/2014
2015,M533,1583066.00,1583066.00,0.00,2236189.51,1583066.00,653123.51,0.00,0.00,2236192.41,225000.00,2011189.51,2011192.41,1,2236189.00,2236189.00,0.00,0.00,0.00,05/29/2014
2015,M534,1560414.00,1560414.00,0.00,2157429.69,1560414.00,597015.69,0.00,0.00,2157426.35,225000.00,1932429.69,1932426.35,1,2157429.00,2157429.00,0.00,0.00,0.00,05/29/2014
2015,M539,7084740.00,7084740.00,0.00,7267292.01,7084740.00,182552.01,0.00,0.00,8039395.48,225000.00,7042292.01,7814395.48,0.9012,7267292.00,7267292.00,0.00,0.00,0.00,05/29/2014
2015,M540,6200458.00,6200458.00,0.00,6807564.17,6200458.00,607106.17,0.00,0.00,7662702.69,225000.00,6582564.17,7437702.69,0.885,6807564.00,6628219.00,179345.00,0.00,0.00,05/29/2014
2015,M541,2573382.00,2384370.00,189012.00,2618451.23,2573382.00,45069.23,0.00,0.00,2429440.47,225000.00,2393451.23,2204440.47,1.0857,2618451.00,2343353.00,86086.00,189012.00,0.00,05/29/2014
2015,M542,3192916.00,3192916.00,0.00,3042095.43,3192916.00,-150820.57,0.00,0.00,3702896.08,225000.00,2817095.43,3477896.08,0.81,3042096.00,3042096.00,0.00,0.00,0.00,05/29/2014
2015,M543,2681747.00,2681747.00,0.00,2731702.11,2681747.00,49955.11,0.00,0.00,2952438.79,225000.00,2506702.11,2727438.79,0.9191,2731702.00,2588226.00,143476.00,0.00,0.00,05/29/2014
2015,M544,2233843.00,2233843.00,0.00,2159493.78,2233843.00,-74349.22,0.00,0.00,2469449.91,225000.00,1934493.78,2244449.91,0.8619,2159494.00,2159494.00,0.00,0.00,0.00,05/29/2014
2015,Q108,6122499.00,6122499.00,0.00,6218606.18,6122499.00,96107.18,0.00,0.00,7592115.01,225000.00,5993606.18,7367115.01,0.8136,6218606.00,6218606.00,0.00,0.00,0.00,05/29/2014
